Time,Open,High,Low,Close,Volume,Temp,Day,Month,Year,Hour,Minutes
03.06.2013 05:30:00.000,1.3008899999999999,1.30166,1.3008899999999999,1.30159,990.96,03.06.2013 05:30:00.000,03,06,2013,05,30
03.06.2013 05:45:00.000,1.30159,1.30168,1.3009,1.30132,1187.71,03.06.2013 05:45:00.000,03,06,2013,05,45
03.06.2013 06:00:00.000,1.30132,1.3019,1.30115,1.30151,1716.57,03.06.2013 06:00:00.000,03,06,2013,06,00
03.06.2013 06:15:00.000,1.30151,1.30188,1.30151,1.30162,1408.92,03.06.2013 06:15:00.000,03,06,2013,06,15
03.06.2013 06:30:00.000,1.30162,1.30318,1.30145,1.30255,2644.22,03.06.2013 06:30:00.000,03,06,2013,06,30
03.06.2013 06:45:00.000,1.30254,1.30284,1.3021,1.3023,1933.91,03.06.2013 06:45:00.000,03,06,2013,06,45
03.06.2013 07:00:00.000,1.30233,1.3027799999999998,1.30175,1.30226,2864.3,03.06.2013 07:00:00.000,03,06,2013,07,00
03.06.2013 07:15:00.000,1.30225,1.30226,1.3012,1.30134,2983.62,03.06.2013 07:15:00.000,03,06,2013,07,15
03.06.2013 07:30:00.000,1.30134,1.30188,1.30098,1.30185,2792.49,03.06.2013 07:30:00.000,03,06,2013,07,30
03.06.2013 07:45:00.000,1.30188,1.30365,1.30154,1.3029,3511.75,03.06.2013 07:45:00.000,03,06,2013,07,45
03.06.2013 08:00:00.000,1.30294,1.3043200000000001,1.3025200000000001,1.30341,3612.92,03.06.2013 08:00:00.000,03,06,2013,08,00
03.06.2013 08:15:00.000,1.30342,1.3037100000000001,1.3028,1.30294,2305.64,03.06.2013 08:15:00.000,03,06,2013,08,15
03.06.2013 08:30:00.000,1.30295,1.3032700000000002,1.3021,1.30213,2416.51,03.06.2013 08:30:00.000,03,06,2013,08,30
03.06.2013 08:45:00.000,1.30213,1.30283,1.30162,1.3019,2275.09,03.06.2013 08:45:00.000,03,06,2013,08,45
03.06.2013 09:00:00.000,1.3019,1.3024200000000001,1.30179,1.30192,2352.64,03.06.2013 09:00:00.000,03,06,2013,09,00
03.06.2013 09:15:00.000,1.30192,1.30273,1.3015,1.3026200000000001,2310.2,03.06.2013 09:15:00.000,03,06,2013,09,15
03.06.2013 09:30:00.000,1.30261,1.30302,1.3019,1.3022799999999999,2455.44,03.06.2013 09:30:00.000,03,06,2013,09,30
03.06.2013 09:45:00.000,1.30231,1.30279,1.3022200000000002,1.30243,1880.49,03.06.2013 09:45:00.000,03,06,2013,09,45
03.06.2013 10:00:00.000,1.30243,1.30294,1.30193,1.30284,2352.84,03.06.2013 10:00:00.000,03,06,2013,10,00
03.06.2013 10:15:00.000,1.30283,1.30288,1.30178,1.30208,2301.27,03.06.2013 10:15:00.000,03,06,2013,10,15
03.06.2013 10:30:00.000,1.30208,1.30211,1.30129,1.30138,1856.04,03.06.2013 10:30:00.000,03,06,2013,10,30
03.06.2013 10:45:00.000,1.30139,1.30155,1.3008,1.30132,2339.58,03.06.2013 10:45:00.000,03,06,2013,10,45
03.06.2013 11:00:00.000,1.30134,1.3018,1.3013299999999999,1.3015700000000001,2033.21,03.06.2013 11:00:00.000,03,06,2013,11,00
03.06.2013 11:15:00.000,1.30158,1.30167,1.2997,1.29997,2431.33,03.06.2013 11:15:00.000,03,06,2013,11,15
03.06.2013 11:30:00.000,1.29996,1.30037,1.29908,1.29954,2614.08,03.06.2013 11:30:00.000,03,06,2013,11,30
03.06.2013 11:45:00.000,1.2995299999999999,1.30024,1.29929,1.2999,2259.31,03.06.2013 11:45:00.000,03,06,2013,11,45
03.06.2013 12:00:00.000,1.29989,1.3013700000000001,1.29974,1.3007799999999998,2996.1,03.06.2013 12:00:00.000,03,06,2013,12,00
03.06.2013 12:15:00.000,1.30077,1.30118,1.30005,1.30023,3444.15,03.06.2013 12:15:00.000,03,06,2013,12,15
03.06.2013 12:30:00.000,1.30023,1.30082,1.2999,1.3005200000000001,2353.71,03.06.2013 12:30:00.000,03,06,2013,12,30
03.06.2013 12:45:00.000,1.30051,1.30072,1.2994,1.2998,2817.84,03.06.2013 12:45:00.000,03,06,2013,12,45
03.06.2013 13:00:00.000,1.29982,1.30029,1.2988,1.2991,3017.38,03.06.2013 13:00:00.000,03,06,2013,13,00
03.06.2013 13:15:00.000,1.2990899999999999,1.2990899999999999,1.29726,1.29793,4515.69,03.06.2013 13:15:00.000,03,06,2013,13,15
03.06.2013 13:30:00.000,1.2979,1.2979,1.29665,1.29705,4667.7,03.06.2013 13:30:00.000,03,06,2013,13,30
03.06.2013 13:45:00.000,1.29705,1.29706,1.29556,1.2962,4824.69,03.06.2013 13:45:00.000,03,06,2013,13,45
03.06.2013 14:00:00.000,1.2962,1.30185,1.2962,1.30168,10188.28,03.06.2013 14:00:00.000,03,06,2013,14,00
03.06.2013 14:15:00.000,1.3017,1.3038299999999998,1.3015299999999999,1.3032299999999999,7596.39,03.06.2013 14:15:00.000,03,06,2013,14,15
03.06.2013 14:30:00.000,1.3032299999999999,1.30324,1.3013299999999999,1.3016,5663.66,03.06.2013 14:30:00.000,03,06,2013,14,30
03.06.2013 14:45:00.000,1.3016,1.3037100000000001,1.30145,1.3028600000000001,6306.93,03.06.2013 14:45:00.000,03,06,2013,14,45
03.06.2013 15:00:00.000,1.30285,1.30764,1.30257,1.30756,6888.51,03.06.2013 15:00:00.000,03,06,2013,15,00
03.06.2013 15:15:00.000,1.30756,1.31074,1.30748,1.30823,8956.84,03.06.2013 15:15:00.000,03,06,2013,15,15
03.06.2013 15:30:00.000,1.3082200000000002,1.30894,1.30762,1.3081200000000002,5350.43,03.06.2013 15:30:00.000,03,06,2013,15,30
03.06.2013 15:45:00.000,1.30811,1.30969,1.3081,1.30968,4402.25,03.06.2013 15:45:00.000,03,06,2013,15,45
03.06.2013 16:00:00.000,1.30965,1.30984,1.30843,1.30854,3787.43,03.06.2013 16:00:00.000,03,06,2013,16,00
03.06.2013 16:15:00.000,1.30854,1.30985,1.30853,1.30903,3112.72,03.06.2013 16:15:00.000,03,06,2013,16,15
03.06.2013 16:30:00.000,1.30903,1.30965,1.30845,1.30849,2487.28,03.06.2013 16:30:00.000,03,06,2013,16,30
03.06.2013 16:45:00.000,1.30845,1.3093,1.3079100000000001,1.30833,3367.82,03.06.2013 16:45:00.000,03,06,2013,16,45
03.06.2013 17:00:00.000,1.30833,1.3088899999999999,1.30821,1.30882,2373.66,03.06.2013 17:00:00.000,03,06,2013,17,00
03.06.2013 17:15:00.000,1.30884,1.3091,1.3085200000000001,1.3087,2086.3,03.06.2013 17:15:00.000,03,06,2013,17,15
03.06.2013 17:30:00.000,1.30866,1.30935,1.30861,1.30935,1980.18,03.06.2013 17:30:00.000,03,06,2013,17,30
03.06.2013 17:45:00.000,1.30935,1.31028,1.30902,1.3090600000000001,2781.16,03.06.2013 17:45:00.000,03,06,2013,17,45
03.06.2013 18:00:00.000,1.30905,1.30905,1.30825,1.3083200000000001,2270.04,03.06.2013 18:00:00.000,03,06,2013,18,00
03.06.2013 18:15:00.000,1.3083200000000001,1.30859,1.3082,1.3083200000000001,1671.81,03.06.2013 18:15:00.000,03,06,2013,18,15
03.06.2013 18:30:00.000,1.3083200000000001,1.30854,1.3081,1.30849,1550.41,03.06.2013 18:30:00.000,03,06,2013,18,30
03.06.2013 18:45:00.000,1.30849,1.3087799999999998,1.30698,1.3074,3166.58,03.06.2013 18:45:00.000,03,06,2013,18,45
03.06.2013 19:00:00.000,1.30742,1.30764,1.3072700000000002,1.30744,1877.44,03.06.2013 19:00:00.000,03,06,2013,19,00
03.06.2013 19:15:00.000,1.3074299999999999,1.3075299999999999,1.30691,1.30734,1271.75,03.06.2013 19:15:00.000,03,06,2013,19,15
03.06.2013 19:30:00.000,1.30735,1.30739,1.30704,1.3073299999999999,1179.84,03.06.2013 19:30:00.000,03,06,2013,19,30
03.06.2013 19:45:00.000,1.3073299999999999,1.30742,1.30703,1.30706,1269.37,03.06.2013 19:45:00.000,03,06,2013,19,45
03.06.2013 20:00:00.000,1.30706,1.30731,1.3067799999999998,1.30695,945.01,03.06.2013 20:00:00.000,03,06,2013,20,00
03.06.2013 20:15:00.000,1.30694,1.30712,1.30687,1.30694,739.12,03.06.2013 20:15:00.000,03,06,2013,20,15
03.06.2013 20:30:00.000,1.30694,1.30728,1.3068899999999999,1.30711,862.65,03.06.2013 20:30:00.000,03,06,2013,20,30
03.06.2013 20:45:00.000,1.30711,1.30785,1.30692,1.3075700000000001,1527.16,03.06.2013 20:45:00.000,03,06,2013,20,45
03.06.2013 21:00:00.000,1.3075700000000001,1.30786,1.3074,1.30762,579.82,03.06.2013 21:00:00.000,03,06,2013,21,00
03.06.2013 21:15:00.000,1.30765,1.30766,1.3072700000000002,1.30754,523.69,03.06.2013 21:15:00.000,03,06,2013,21,15
03.06.2013 21:30:00.000,1.30749,1.3075700000000001,1.30732,1.3074,482.23,03.06.2013 21:30:00.000,03,06,2013,21,30
03.06.2013 21:45:00.000,1.3074,1.3074299999999999,1.3068799999999998,1.3069899999999999,908.09,03.06.2013 21:45:00.000,03,06,2013,21,45
03.06.2013 22:00:00.000,1.30701,1.30715,1.30657,1.30714,1441.43,03.06.2013 22:00:00.000,03,06,2013,22,00
03.06.2013 22:15:00.000,1.30713,1.30738,1.30695,1.30697,925.94,03.06.2013 22:15:00.000,03,06,2013,22,15
03.06.2013 22:30:00.000,1.30695,1.307,1.3066200000000001,1.30682,1182.82,03.06.2013 22:30:00.000,03,06,2013,22,30
03.06.2013 22:45:00.000,1.30682,1.30716,1.3068,1.30711,539.26,03.06.2013 22:45:00.000,03,06,2013,22,45
03.06.2013 23:00:00.000,1.30711,1.30714,1.3065,1.30664,862.58,03.06.2013 23:00:00.000,03,06,2013,23,00
03.06.2013 23:15:00.000,1.30666,1.3070899999999999,1.30665,1.30692,948.06,03.06.2013 23:15:00.000,03,06,2013,23,15
03.06.2013 23:30:00.000,1.30692,1.30703,1.30682,1.30695,643.86,03.06.2013 23:30:00.000,03,06,2013,23,30
03.06.2013 23:45:00.000,1.30697,1.30751,1.30674,1.30704,1277.99,03.06.2013 23:45:00.000,03,06,2013,23,45
04.06.2013 00:00:00.000,1.30702,1.30714,1.3064200000000001,1.30712,1931.58,04.06.2013 00:00:00.000,04,06,2013,00,00
04.06.2013 00:15:00.000,1.30712,1.30765,1.30697,1.30716,1925.63,04.06.2013 00:15:00.000,04,06,2013,00,15
04.06.2013 00:30:00.000,1.30716,1.30772,1.30682,1.3076,1547.47,04.06.2013 00:30:00.000,04,06,2013,00,30
04.06.2013 00:45:00.000,1.30758,1.3080200000000002,1.30738,1.30799,1669.22,04.06.2013 00:45:00.000,04,06,2013,00,45
04.06.2013 01:00:00.000,1.30799,1.30799,1.30691,1.30702,1760.8,04.06.2013 01:00:00.000,04,06,2013,01,00
04.06.2013 01:15:00.000,1.30701,1.30704,1.30639,1.30649,1581.65,04.06.2013 01:15:00.000,04,06,2013,01,15
04.06.2013 01:30:00.000,1.30649,1.3070700000000002,1.3063,1.3063200000000001,1490.46,04.06.2013 01:30:00.000,04,06,2013,01,30
04.06.2013 01:45:00.000,1.30635,1.30672,1.30635,1.30654,1122.64,04.06.2013 01:45:00.000,04,06,2013,01,45
04.06.2013 02:00:00.000,1.30654,1.30691,1.30608,1.30664,1677.01,04.06.2013 02:00:00.000,04,06,2013,02,00
04.06.2013 02:15:00.000,1.30664,1.30691,1.3062200000000002,1.3062200000000002,1042.84,04.06.2013 02:15:00.000,04,06,2013,02,15
04.06.2013 02:30:00.000,1.30624,1.3065,1.3061,1.3061200000000002,789.17,04.06.2013 02:30:00.000,04,06,2013,02,30
04.06.2013 02:45:00.000,1.30611,1.30635,1.3060200000000002,1.3063200000000001,1146.59,04.06.2013 02:45:00.000,04,06,2013,02,45
04.06.2013 03:00:00.000,1.3063,1.3064200000000001,1.30621,1.30631,1077.69,04.06.2013 03:00:00.000,04,06,2013,03,00
04.06.2013 03:15:00.000,1.30631,1.3064200000000001,1.3062200000000002,1.30623,963.41,04.06.2013 03:15:00.000,04,06,2013,03,15
04.06.2013 03:30:00.000,1.30623,1.3063200000000001,1.30598,1.30621,1202.43,04.06.2013 03:30:00.000,04,06,2013,03,30
04.06.2013 03:45:00.000,1.30619,1.30624,1.30566,1.30575,1167.19,04.06.2013 03:45:00.000,04,06,2013,03,45
04.06.2013 04:00:00.000,1.30577,1.3063200000000001,1.30575,1.30627,998.17,04.06.2013 04:00:00.000,04,06,2013,04,00
04.06.2013 04:15:00.000,1.30629,1.30635,1.30598,1.30618,766.02,04.06.2013 04:15:00.000,04,06,2013,04,15
04.06.2013 04:30:00.000,1.30618,1.30641,1.3059399999999999,1.30603,1786.58,04.06.2013 04:30:00.000,04,06,2013,04,30
04.06.2013 04:45:00.000,1.30603,1.30637,1.3059399999999999,1.3061200000000002,1132.62,04.06.2013 04:45:00.000,04,06,2013,04,45
04.06.2013 05:00:00.000,1.30611,1.30624,1.3058,1.30587,1249.97,04.06.2013 05:00:00.000,04,06,2013,05,00
04.06.2013 05:15:00.000,1.30587,1.3062,1.30567,1.30603,1457.81,04.06.2013 05:15:00.000,04,06,2013,05,15
04.06.2013 05:30:00.000,1.30603,1.30646,1.30574,1.3061399999999999,1680.03,04.06.2013 05:30:00.000,04,06,2013,05,30
04.06.2013 05:45:00.000,1.3061399999999999,1.30674,1.30607,1.30667,2239.78,04.06.2013 05:45:00.000,04,06,2013,05,45
04.06.2013 06:00:00.000,1.30665,1.30677,1.30592,1.30592,1788.43,04.06.2013 06:00:00.000,04,06,2013,06,00
04.06.2013 06:15:00.000,1.30592,1.30635,1.30538,1.3059399999999999,3162.27,04.06.2013 06:15:00.000,04,06,2013,06,15
04.06.2013 06:30:00.000,1.30593,1.30629,1.30515,1.30592,3169.16,04.06.2013 06:30:00.000,04,06,2013,06,30
04.06.2013 06:45:00.000,1.3059100000000001,1.30647,1.30577,1.30644,3020.32,04.06.2013 06:45:00.000,04,06,2013,06,45
04.06.2013 07:00:00.000,1.30644,1.30839,1.30636,1.30821,5691.51,04.06.2013 07:00:00.000,04,06,2013,07,00
04.06.2013 07:15:00.000,1.30821,1.3085799999999999,1.30729,1.30775,4232.45,04.06.2013 07:15:00.000,04,06,2013,07,15
04.06.2013 07:30:00.000,1.30774,1.30795,1.3063,1.3063200000000001,3827.88,04.06.2013 07:30:00.000,04,06,2013,07,30
04.06.2013 07:45:00.000,1.30631,1.30691,1.306,1.30656,3477.6,04.06.2013 07:45:00.000,04,06,2013,07,45
04.06.2013 08:00:00.000,1.30654,1.30779,1.3065200000000001,1.30754,4346.75,04.06.2013 08:00:00.000,04,06,2013,08,00
04.06.2013 08:15:00.000,1.30754,1.30846,1.30734,1.30825,3636.49,04.06.2013 08:15:00.000,04,06,2013,08,15
04.06.2013 08:30:00.000,1.30825,1.30881,1.30759,1.30785,3824.95,04.06.2013 08:30:00.000,04,06,2013,08,30
04.06.2013 08:45:00.000,1.30785,1.3079399999999999,1.30674,1.3067600000000001,3009.92,04.06.2013 08:45:00.000,04,06,2013,08,45
04.06.2013 09:00:00.000,1.30683,1.30765,1.30675,1.3075299999999999,2792.97,04.06.2013 09:00:00.000,04,06,2013,09,00
04.06.2013 09:15:00.000,1.30751,1.30797,1.30739,1.30782,2746.31,04.06.2013 09:15:00.000,04,06,2013,09,15
04.06.2013 09:30:00.000,1.3078100000000001,1.30846,1.30722,1.3080399999999999,2914.07,04.06.2013 09:30:00.000,04,06,2013,09,30
04.06.2013 09:45:00.000,1.3080399999999999,1.3083200000000001,1.30754,1.3076,3041.94,04.06.2013 09:45:00.000,04,06,2013,09,45
04.06.2013 10:00:00.000,1.30761,1.30775,1.30734,1.30744,2239.9,04.06.2013 10:00:00.000,04,06,2013,10,00
04.06.2013 10:15:00.000,1.30745,1.30824,1.30734,1.30817,2636.17,04.06.2013 10:15:00.000,04,06,2013,10,15
04.06.2013 10:30:00.000,1.30817,1.30885,1.3077299999999998,1.30843,3031.2,04.06.2013 10:30:00.000,04,06,2013,10,30
04.06.2013 10:45:00.000,1.3084200000000001,1.30944,1.3082,1.30875,4356.2,04.06.2013 10:45:00.000,04,06,2013,10,45
04.06.2013 11:00:00.000,1.30875,1.30954,1.30843,1.3094700000000001,3495.15,04.06.2013 11:00:00.000,04,06,2013,11,00
04.06.2013 11:15:00.000,1.30948,1.30974,1.30835,1.30874,2692.59,04.06.2013 11:15:00.000,04,06,2013,11,15
04.06.2013 11:30:00.000,1.30872,1.30893,1.3083200000000001,1.30873,2729.63,04.06.2013 11:30:00.000,04,06,2013,11,30
04.06.2013 11:45:00.000,1.30873,1.30935,1.308,1.30818,3072.04,04.06.2013 11:45:00.000,04,06,2013,11,45
04.06.2013 12:00:00.000,1.30816,1.3101200000000002,1.30816,1.30938,5539.58,04.06.2013 12:00:00.000,04,06,2013,12,00
04.06.2013 12:15:00.000,1.3093700000000001,1.30962,1.30836,1.30873,3886.59,04.06.2013 12:15:00.000,04,06,2013,12,15
04.06.2013 12:30:00.000,1.3087,1.30881,1.3067600000000001,1.3069,5844.66,04.06.2013 12:30:00.000,04,06,2013,12,30
04.06.2013 12:45:00.000,1.30694,1.30725,1.3065,1.30705,3470.24,04.06.2013 12:45:00.000,04,06,2013,12,45
04.06.2013 13:00:00.000,1.30704,1.30708,1.30577,1.3061399999999999,4252.92,04.06.2013 13:00:00.000,04,06,2013,13,00
04.06.2013 13:15:00.000,1.3061399999999999,1.30738,1.3056,1.30667,4935.12,04.06.2013 13:15:00.000,04,06,2013,13,15
04.06.2013 13:30:00.000,1.30667,1.30772,1.30571,1.30713,6552.36,04.06.2013 13:30:00.000,04,06,2013,13,30
04.06.2013 13:45:00.000,1.30713,1.30716,1.30592,1.30655,5885.31,04.06.2013 13:45:00.000,04,06,2013,13,45
04.06.2013 14:00:00.000,1.30653,1.30715,1.30565,1.30589,5598.12,04.06.2013 14:00:00.000,04,06,2013,14,00
04.06.2013 14:15:00.000,1.30586,1.30589,1.3043200000000001,1.30482,6387.65,04.06.2013 14:15:00.000,04,06,2013,14,15
04.06.2013 14:30:00.000,1.30482,1.30611,1.30418,1.30584,5191.98,04.06.2013 14:30:00.000,04,06,2013,14,30
04.06.2013 14:45:00.000,1.30584,1.30741,1.30564,1.3070899999999999,5756.59,04.06.2013 14:45:00.000,04,06,2013,14,45
04.06.2013 15:00:00.000,1.3071,1.30884,1.30682,1.308,6271.77,04.06.2013 15:00:00.000,04,06,2013,15,00
04.06.2013 15:15:00.000,1.30799,1.30826,1.30701,1.30746,4346.58,04.06.2013 15:15:00.000,04,06,2013,15,15
04.06.2013 15:30:00.000,1.30746,1.30795,1.30702,1.30752,3080.17,04.06.2013 15:30:00.000,04,06,2013,15,30
04.06.2013 15:45:00.000,1.30752,1.3088799999999998,1.3073,1.30742,3483.75,04.06.2013 15:45:00.000,04,06,2013,15,45
04.06.2013 16:00:00.000,1.30742,1.3075700000000001,1.30635,1.30705,3359.76,04.06.2013 16:00:00.000,04,06,2013,16,00
04.06.2013 16:15:00.000,1.30704,1.30705,1.3061200000000002,1.30633,2355.8,04.06.2013 16:15:00.000,04,06,2013,16,15
04.06.2013 16:30:00.000,1.30635,1.30706,1.30596,1.30697,3012.85,04.06.2013 16:30:00.000,04,06,2013,16,30
04.06.2013 16:45:00.000,1.30695,1.3073,1.30684,1.30703,2134.89,04.06.2013 16:45:00.000,04,06,2013,16,45
04.06.2013 17:00:00.000,1.30703,1.30713,1.3063799999999999,1.30645,1726.32,04.06.2013 17:00:00.000,04,06,2013,17,00
04.06.2013 17:15:00.000,1.30645,1.30704,1.30621,1.30675,2016.02,04.06.2013 17:15:00.000,04,06,2013,17,15
04.06.2013 17:30:00.000,1.30674,1.30701,1.30626,1.30643,1711.96,04.06.2013 17:30:00.000,04,06,2013,17,30
04.06.2013 17:45:00.000,1.30641,1.30704,1.30606,1.30693,2660.02,04.06.2013 17:45:00.000,04,06,2013,17,45
04.06.2013 18:00:00.000,1.30693,1.30721,1.3067,1.30705,1943.3,04.06.2013 18:00:00.000,04,06,2013,18,00
04.06.2013 18:15:00.000,1.30705,1.30706,1.30664,1.30695,2324.47,04.06.2013 18:15:00.000,04,06,2013,18,15
04.06.2013 18:30:00.000,1.30694,1.3082799999999999,1.30683,1.30793,2671.58,04.06.2013 18:30:00.000,04,06,2013,18,30
04.06.2013 18:45:00.000,1.30793,1.30849,1.30776,1.30813,2312.66,04.06.2013 18:45:00.000,04,06,2013,18,45
04.06.2013 19:00:00.000,1.3081399999999999,1.3083799999999999,1.3077,1.3078299999999998,1332.59,04.06.2013 19:00:00.000,04,06,2013,19,00
04.06.2013 19:15:00.000,1.30782,1.30805,1.3076299999999998,1.30782,1700.86,04.06.2013 19:15:00.000,04,06,2013,19,15
04.06.2013 19:30:00.000,1.3078299999999998,1.30845,1.30777,1.30824,1381.03,04.06.2013 19:30:00.000,04,06,2013,19,30
04.06.2013 19:45:00.000,1.30824,1.30869,1.30805,1.30807,1781.16,04.06.2013 19:45:00.000,04,06,2013,19,45
04.06.2013 20:00:00.000,1.30808,1.30894,1.30808,1.30872,1433.84,04.06.2013 20:00:00.000,04,06,2013,20,00
04.06.2013 20:15:00.000,1.30872,1.3088600000000001,1.30815,1.3082200000000002,1185.13,04.06.2013 20:15:00.000,04,06,2013,20,15
04.06.2013 20:30:00.000,1.30821,1.30835,1.308,1.30819,906.43,04.06.2013 20:30:00.000,04,06,2013,20,30
04.06.2013 20:45:00.000,1.30818,1.3082,1.30789,1.30805,873.29,04.06.2013 20:45:00.000,04,06,2013,20,45
04.06.2013 21:00:00.000,1.30809,1.30831,1.30785,1.3082,727.47,04.06.2013 21:00:00.000,04,06,2013,21,00
04.06.2013 21:15:00.000,1.3082,1.30884,1.308,1.30839,1325.33,04.06.2013 21:15:00.000,04,06,2013,21,15
04.06.2013 21:30:00.000,1.3083799999999999,1.30875,1.3083799999999999,1.30845,462.64,04.06.2013 21:30:00.000,04,06,2013,21,30
04.06.2013 21:45:00.000,1.30845,1.3086799999999998,1.3081,1.30821,548.59,04.06.2013 21:45:00.000,04,06,2013,21,45
04.06.2013 22:00:00.000,1.30821,1.30825,1.30805,1.30805,716.25,04.06.2013 22:00:00.000,04,06,2013,22,00
04.06.2013 22:15:00.000,1.3080399999999999,1.30813,1.3078,1.30809,755.7,04.06.2013 22:15:00.000,04,06,2013,22,15
04.06.2013 22:30:00.000,1.30808,1.30808,1.3077,1.3077,343.65,04.06.2013 22:30:00.000,04,06,2013,22,30
04.06.2013 22:45:00.000,1.3077,1.30811,1.3077,1.3078299999999998,602.69,04.06.2013 22:45:00.000,04,06,2013,22,45
04.06.2013 23:00:00.000,1.30784,1.30811,1.3075,1.30764,762.49,04.06.2013 23:00:00.000,04,06,2013,23,00
04.06.2013 23:15:00.000,1.30764,1.30787,1.30742,1.30785,732.17,04.06.2013 23:15:00.000,04,06,2013,23,15
04.06.2013 23:30:00.000,1.3078299999999998,1.3078299999999998,1.30745,1.30778,729.62,04.06.2013 23:30:00.000,04,06,2013,23,30
04.06.2013 23:45:00.000,1.30778,1.30789,1.3071,1.30715,1045.64,04.06.2013 23:45:00.000,04,06,2013,23,45
05.06.2013 00:00:00.000,1.30714,1.3072,1.3066,1.30708,1703.27,05.06.2013 00:00:00.000,05,06,2013,00,00
05.06.2013 00:15:00.000,1.30708,1.30767,1.30708,1.30721,1557.59,05.06.2013 00:15:00.000,05,06,2013,00,15
05.06.2013 00:30:00.000,1.30721,1.30724,1.3066200000000001,1.30684,1483.92,05.06.2013 00:30:00.000,05,06,2013,00,30
05.06.2013 00:45:00.000,1.30684,1.30718,1.3065200000000001,1.3068600000000001,1523.2,05.06.2013 00:45:00.000,05,06,2013,00,45
05.06.2013 01:00:00.000,1.3068600000000001,1.30741,1.3068600000000001,1.30728,1411.05,05.06.2013 01:00:00.000,05,06,2013,01,00
05.06.2013 01:15:00.000,1.30728,1.30738,1.30705,1.3072700000000002,1071.18,05.06.2013 01:15:00.000,05,06,2013,01,15
05.06.2013 01:30:00.000,1.3072700000000002,1.30738,1.3067,1.30674,2014.51,05.06.2013 01:30:00.000,05,06,2013,01,30
05.06.2013 01:45:00.000,1.30674,1.3075,1.30674,1.30736,1454.49,05.06.2013 01:45:00.000,05,06,2013,01,45
05.06.2013 02:00:00.000,1.30736,1.30772,1.30715,1.30767,1253.04,05.06.2013 02:00:00.000,05,06,2013,02,00
05.06.2013 02:15:00.000,1.30767,1.30845,1.30764,1.30811,1036.33,05.06.2013 02:15:00.000,05,06,2013,02,15
05.06.2013 02:30:00.000,1.3081200000000002,1.30923,1.30782,1.30865,2629.53,05.06.2013 02:30:00.000,05,06,2013,02,30
